index,text,kontext,klassifikation.tore_bayern,klassifikation.tore_gegner,klassifikation.phase,meta.saison,meta.spieltag,meta.heim_auswaerts,meta.gegner,meta.tabelle,meta.ballbesitz_bayern,ergebnis.bayern,ergebnis.gegner,offizielle.schiedsrichter,offizielle.kommentator,source_file,sentiment__fine_tuned_german_sentiment,sentiment__fine_tuned_german_sentiment__conf,sentiment__xlm-roberta-base,sentiment__xlm-roberta-base__conf,sentiment__german-sentiment-bert,sentiment__german-sentiment-bert__conf,sentiment__german-news-sentiment-bert,sentiment__german-news-sentiment-bert__conf
13,Leipzig also von der ersten Minute an in Rückstand.,RB Leipzig,1,0,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.9072,Positiv,0.496,Neutral,0.9923,Neutral,0.6738
14,Es läuft die zweite Minute.,Neutral,1,0,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9793,Neutral,0.8405,Neutral,0.9967,Neutral,0.846
15,Was ist denn hier los?,Neutral,1,0,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9567,Neutral,0.7731,Neutral,0.8816,Neutral,0.658
16,1:1 nach 113 Sekunden.,Neutral,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9283,Neutral,0.7542,Neutral,0.9626,Neutral,0.5258
17,Das ist historisch in der Bundesliga.,Neutral,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9289,Neutral,0.7967,Neutral,1.0,Neutral,0.9924
18,So schnell gab es dieses Ergebnis noch nie.,Neutral,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9595,Neutral,0.7907,Neutral,0.9915,Neutral,0.8087
19,Leipzigs Sturm schlägt wieder einmal zu.,RB Leipzig,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.905,Positiv,0.5387,Neutral,0.9939,Neutral,0.7572
20,"Openda mit dem Assist, deutlich wendiger und schneller als Gegenspieler Kim, und Šeško mit einem Kontakt lässt Peretz im Bayern-Tor keine Chance.",RB Leipzig,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9176,Positiv,0.6446,Neutral,0.9927,Neutral,0.5065
21,Was für ein Auftakt in dieses Spitzenspiel!,Neutral,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9698,Neutral,0.8337,Neutral,0.9598,Neutral,0.8019
22,Jetzt sind die Bayern wieder am Zug.,FC Bayern München,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.7207,Positiv,0.5134,Neutral,0.9996,Neutral,0.8708
23,"Kimmich auf Laimer, wieder zu Kimmich, und da ist Gulácsi, der das 2:1 verhindert.",Neutral,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9719,Neutral,0.8735,Neutral,0.9912,Negativ,0.5222
24,"Seit dieser Saison wissen wir ja, Musiala ist eigentlich ein Kopfballungeheuer.",FC Bayern München,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8974,Positiv,0.5878,Neutral,0.8416,Neutral,0.4383
25,"Stark von Gulácsi, beim Nachschuss steht Kane dann im Abseits.",Neutral,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9648,Neutral,0.9355,Neutral,1.0,Neutral,0.9559
26,"25 Minuten sind vorbei, die Münchner kontrollieren mittlerweile das Spiel.",FC Bayern München,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.933,Positiv,0.6248,Neutral,0.9979,Neutral,0.5567
27,Laimer auf Olise und wieder Laimer.,FC Bayern München,1,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.9184,Positiv,0.5095,Neutral,0.9955,Neutral,0.8389
28,Das 2:1 durch den ehemaligen Leipziger.,FC Bayern München,2,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9695,Positiv,0.5617,Neutral,0.9997,Neutral,0.9068
29,"Sechs Jahre hat er insgesamt bei den Roten Bullen gespielt, jetzt erzielt er ausgerechnet gegen sie seinen ersten Treffer.",FC Bayern München,2,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9606,Positiv,0.6738,Neutral,1.0,Neutral,0.9743
30,"Kein Leipziger fühlt sich für ihn zuständig, und dann ist es für Konrad Laimer gleich ein doppelter Grund zur Freude, denn er ist unter der Woche Vater geworden.",Neutral,2,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.6172,Neutral,0.848,Neutral,1.0,Neutral,0.9549
31,Die Bayern also zum zweiten Mal in Führung.,FC Bayern München,2,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.7186,Positiv,0.6207,Neutral,0.9839,Neutral,0.5308
32,Diesmal bleibt die schnelle Leipziger Antwort aber aus.,RB Leipzig,2,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.5812,Negativ,0.5187,Neutral,0.9989,Neutral,0.872
33,Stattdessen wieder der Rekordmeister über Kimmich.,FC Bayern München,2,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9232,Positiv,0.6449,Neutral,1.0,Neutral,0.9571
34,"Joshua Kimmich, 3:1.",FC Bayern München,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.8542,Positiv,0.5846,Neutral,0.9519,Negativ,0.43
35,Was für ein herrlicher Treffer vom Kapitän!,FC Bayern München,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9571,Positiv,0.5331,Positiv,0.9246,Positiv,0.9376
36,Die beste Offensive der Liga zeigt mal wieder ihr ganzes Können.,FC Bayern München,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.8864,Positiv,0.6291,Positiv,0.961,Positiv,0.9648
37,"Kimmich bekommt zu viel Freiraum, den nutzt er dann aber auch perfekt.",FC Bayern München,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8366,Positiv,0.5359,Neutral,0.9551,Positiv,0.8652
38,"Ganz unhaltbar wirkt er nicht, aber kein Vorwurf an Gulácsi, der war wirklich präzise geschossen.",Neutral,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9961,Neutral,0.8352,Neutral,0.9936,Negativ,0.7897
39,Die Bayern klar auf Kurs.,FC Bayern München,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8482,Positiv,0.5085,Neutral,0.9569,Neutral,0.4742
40,Platz 1 ist ihnen bis ins neue Jahr sowieso schon sicher.,FC Bayern München,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.939,Positiv,0.6016,Neutral,0.9942,Neutral,0.5534
41,Knapp 5 Minuten noch bis zur Pause.,Neutral,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9276,Neutral,0.8464,Neutral,0.9744,Neutral,0.7296
42,"Von RB ist seit dem 1:1 kaum noch etwas zu sehen, ganz anders beim Team von Kompany.",Neutral,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9822,Neutral,0.9092,Neutral,0.9952,Negativ,0.7688
43,"Harry Kane in die Arme von Gulácsi, da war mehr drin.",Neutral,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9595,Neutral,0.8586,Neutral,0.6889,Neutral,0.5337
44,"In der Nachspielzeit der ersten Hälfte gibt es dann Gelb von Schiedsrichter Daniel Siebert, und zwar für Marco Rose.",RB Leipzig,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.7228,Positiv,0.6253,Neutral,1.0,Neutral,0.9619
45,"Auch sein Assistent hat schon Gelb gesehen, weil sich beide mehrfach lautstark über diverse Entscheidungen beschwert haben.",RB Leipzig,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.8303,Positiv,0.526,Negativ,0.9912,Negativ,0.9681
46,Danach ist Pause.,Neutral,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9422,Neutral,0.7859,Positiv,0.8104,Positiv,0.8601
47,Nach zwei blitzschnellen Toren führt Bayern verdient mit 3:1.,FC Bayern München,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9556,Positiv,0.6835,Neutral,0.9909,Neutral,0.548
48,RB kommt kaum aus der eigenen Hälfte.,RB Leipzig,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.9022,Negativ,0.5218,Neutral,0.9958,Neutral,0.6738
49,Von der zuletzt aufstrebenden Form ist noch nicht viel zu sehen bei RB.,RB Leipzig,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.5727,Negativ,0.5113,Neutral,0.989,Neutral,0.5171
50,"Das Ganze auch unter genauer Beobachtung von Tennis-Ass Alexander Zverev, der sich das Topspiel heute im Stadion anschaut.",Neutral,3,1,1,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9273,Neutral,0.9123,Neutral,1.0,Neutral,0.9506
51,Ohne personelle Veränderungen geht es in den zweiten Durchgang.,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9482,Neutral,0.7714,Neutral,0.9909,Neutral,0.6048
52,Die Bayern sofort wieder mit Zug zum Tor.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9537,Positiv,0.5402,Positiv,0.8678,Positiv,0.9824
53,Kim ist das mit dem Kopfball.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8885,Positiv,0.5133,Neutral,0.9731,Neutral,0.473
54,Viel fehlt dem Südkoreaner nicht zu seinem zweiten Saisontor.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.7704,Positiv,0.6302,Neutral,0.9993,Neutral,0.9153
55,Marco Rose stellt seine Abwehr auf Viererkette um.,RB Leipzig,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9419,Positiv,0.5591,Neutral,1.0,Neutral,0.9788
56,"Das bringt zwar etwas mehr Stabilität, aber das Münchner Umschaltspiel funktioniert nach wie vor prächtig.",Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.9272,Neutral,0.7179,Neutral,0.997,Positiv,0.9734
57,"Klasse durchgelassen, Leon Goretzka hat freie Bahn, muss aber abbrechen.",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.7669,Positiv,0.5296,Neutral,0.9976,Negativ,0.5204
58,"Musiala, Gulácsi mit der nächsten Klasse-Parade.",Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9598,Neutral,0.9425,Neutral,1.0,Neutral,0.9749
59,Seit 40 Jahren sind die Bayern im letzten Spiel des Jahres ungeschlagen.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.81,Positiv,0.6031,Neutral,0.9998,Negativ,0.6048
60,"Eine unglaubliche Serie, die sich stand jetzt auch 2024 fortsetzen wird.",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.7646,Positiv,0.5105,Neutral,0.9902,Negativ,0.8528
61,53. Minute:,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9548,Neutral,0.7874,Positiv,0.8926,Positiv,0.8692
62,Immer häufiger sind Leipziger Ballverluste Ausgangspunkt für Münchner Torschancen.,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9057,Neutral,0.8806,Neutral,1.0,Neutral,0.9921
63,"Die nächste hat Sané, der ist heute sehr viel unterwegs, noch belohnt er sich nicht für seinen enormen Aufwand.",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8698,Positiv,0.5587,Neutral,0.9937,Neutral,0.6385
64,"Fast eine Stunde vorbei, mal wieder ein Leipziger Lebenszeichen.",RB Leipzig,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8681,Positiv,0.4979,Negativ,0.8613,Negativ,0.7831
65,"Das entpuppt sich allerdings als Bumerang, denn sofort rollt der Ball wieder in Richtung Tor von RB.",Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9882,Neutral,0.9076,Neutral,1.0,Neutral,0.9938
66,"Sané, 4 gegen 2, Olise wird da etwas nach außen abgedrängt.",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.7186,Positiv,0.5524,Neutral,0.9998,Neutral,0.4651
67,"Michael Olise, da wäre dann doch deutlich mehr drin gewesen.",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.8771,Positiv,0.5419,Negativ,0.9305,Negativ,0.8627
68,Aber 4 Minuten später tatsächlich mal ein Umschaltmoment für RB.,RB Leipzig,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8442,Positiv,0.4954,Neutral,0.994,Neutral,0.832
69,"Šeško auf Openda, Openda gegen Goretzka, Nusa kommt dazu.",Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9613,Neutral,0.9268,Neutral,0.99,Neutral,0.4777
70,Antonio Nusa mit der besten Leipziger Chance seit der zweiten Minute.,RB Leipzig,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9377,Positiv,0.6438,Neutral,1.0,Neutral,0.9641
71,Solche Konter sind eine Warnung an die Bayern.,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9267,Neutral,0.784,Neutral,0.9999,Neutral,0.9783
72,Ein Tor von RB und hier ist alles wieder möglich.,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.8944,Neutral,0.9012,Positiv,0.5613,Positiv,0.9885
73,Und tatsächlich scheint die Warnung angekommen zu sein.,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9502,Neutral,0.7522,Neutral,1.0,Neutral,0.9975
74,Die Bayern machen wieder mehr Druck.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9542,Positiv,0.5323,Neutral,0.902,Neutral,0.489
75,"Mit einem fantastischen Ball, Leroy Sané, es will scheinbar nicht klappen.",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.7498,Positiv,0.5981,Negativ,0.6792,Positiv,0.5553
76,Die Bayern ziehen das Tempo jetzt enorm an.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9434,Positiv,0.4995,Neutral,0.9949,Neutral,0.5388
77,Chancen gibt es fast im Minutentakt.,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9495,Neutral,0.8346,Neutral,0.9982,Neutral,0.9164
78,"Nächster Ballgewinn, Goretzka auf Harry Kane, aber Leipzigs Gulácsi hält noch.",Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9178,Neutral,0.9309,Neutral,0.9983,Neutral,0.684
79,"Der Ungar ist mit Abstand der beste Mann heute bei RB, und er wird auch weiter im Mittelpunkt stehen.",RB Leipzig,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9441,Positiv,0.6088,Neutral,0.9978,Positiv,0.9367
80,"Der eingewechselte Pavlović auf Sané und Olise, das gibt's doch nicht!",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.844,Positiv,0.5341,Negativ,0.9315,Negativ,0.8175
81,Was für eine Chance für den Franzosen.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9147,Positiv,0.5027,Neutral,0.9863,Neutral,0.8697
82,Olise bekommt da seine Beine nicht sortiert.,FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.6856,Positiv,0.4975,Neutral,0.9765,Negativ,0.8062
83,Eine Viertelstunde ist noch auf der Uhr.,Neutral,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9216,Neutral,0.8698,Neutral,0.9889,Neutral,0.7357
84,"Davies mit starkem Antritt, Sané startet, jetzt klappt es doch!",FC Bayern München,3,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9214,Positiv,0.5272,Negativ,0.9624,Negativ,0.9356
85,"Und wie groß die Erleichterung ist über sein drittes Saisontor, wird spätestens beim ausgelassenen Jubel deutlich.",FC Bayern München,4,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8789,Positiv,0.6281,Neutral,0.9995,Neutral,0.7993
86,Da kann man auch schon mal seine Popcorntüte zerreißen.,FC Bayern München,4,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.881,Positiv,0.5203,Neutral,0.9888,Negativ,0.7284
87,"Klasse Vorarbeit von Davies, der auch eine überragende Leistung abliefert, und Sané endlich präzise an Gulácsi vorbei.",FC Bayern München,4,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9305,Positiv,0.5984,Neutral,0.9988,Positiv,0.6318
88,Das 4:1 ist längst überfällig.,FC Bayern München,4,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8462,Negativ,0.5179,Neutral,0.9781,Negativ,0.8714
89,"Vincent Kompany darf wohl die Vorentscheidung bejubeln, aber seine Mannschaft hat noch nicht genug.",FC Bayern München,4,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.7691,Positiv,0.6079,Neutral,0.9986,Neutral,0.5673
90,Die 78. Minute:,Neutral,4,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9567,Neutral,0.7789,Positiv,0.906,Positiv,0.8822
91,"Kimmich auf Davies, jetzt läuft's.",FC Bayern München,4,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.809,Positiv,0.4967,Positiv,0.6418,Neutral,0.4245
92,5:1.,Neutral,5,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9478,Neutral,0.8595,Positiv,0.9177,Positiv,0.9081
93,Auch für den Kanadier ist es das erste Saisontor.,FC Bayern München,5,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9578,Positiv,0.5998,Neutral,1.0,Neutral,0.9479
94,"Er ist nach einem Muskelfaserriss wieder zurück und unterstreicht gleich, wie wertvoll er für die Bayern ist.",FC Bayern München,5,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8936,Positiv,0.5767,Neutral,1.0,Neutral,0.9584
95,"Scharfe Hereingabe von Kimmich, Davies ist vor Seiwald am Ball, und Gulácsi hält vieles, aber alles kann er dann doch nicht halten.",Neutral,5,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9565,Neutral,0.8569,Neutral,0.9938,Neutral,0.6067
96,Das Spiel ist natürlich längst entschieden.,Neutral,5,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.8853,Neutral,0.8059,Neutral,0.9997,Neutral,0.9529
97,In der Nachspielzeit gibt es dann aber noch eine Hiobsbotschaft für Leipzig.,RB Leipzig,5,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.85,Positiv,0.5019,Neutral,1.0,Neutral,0.9643
98,Henrichs verletzt sich ohne Gegnereinwirkung und geht schreiend zu Boden.,RB Leipzig,5,1,2,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Negativ,0.7835,Positiv,0.5338,Neutral,1.0,Neutral,0.8888
99,Untersuchungen nach dem Spiel bestätigen den schlimmen Verdacht: Achillessehnenriss.,RB Leipzig,5,1,3,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.5835,Positiv,0.5302,Neutral,0.9959,Negativ,0.6926
100,Gute Besserung an Benny Henrichs.,RB Leipzig,5,1,3,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.9443,Positiv,0.5048,Neutral,0.9852,Neutral,0.4258
101,Es wird dann gar nicht mehr angepfiffen.,Neutral,5,1,3,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9646,Neutral,0.819,Neutral,0.9971,Neutral,0.9267
102,Die Bayern schlagen Leipzig hochverdient mit 5:1.,Neutral,5,1,3,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Neutral,0.9505,Neutral,0.828,Neutral,0.9999,Neutral,0.9545
103,"Es stand ja schon vorher fest, dass sie als Tabellenführer überwintern werden.",FC Bayern München,5,1,3,24/25,15,Heim,RB Leipzig,1,0.71,5,1,Daniel Siebert,Moritz Zschau,24-25_S15_rb_leipzig.json,Positiv,0.8805,Positiv,0.5195,Neutral,0.9999,Neutral,0.889
